4.0 1.1436864137649536
12.0 0.26343366503715515
20.0 0.10111936181783676
28.0 0.04738650470972061
36.0 0.027198150753974915
44.0 0.01721772365272045
52.0 0.009932559914886951
60.0 0.007479963358491659
68.0 0.006318219006061554
76.0 0.0034577655605971813
84.0 0.0015550951939076185
92.0 -0.00010244091390632093
100.0 6.170097185531631e-05
108.0 0.0002431347529636696
116.0 -0.0007667514146305621
124.0 -0.00099698465783149
132.0 -0.0007303783786483109
140.0 -0.0012383650755509734
148.0 -0.001967892749235034
156.0 -0.0011453042970970273
164.0 -0.0007086399127729237
172.0 -0.000420893746195361
180.0 0.00022573595924768597
188.0 0.00031283372663892806
196.0 0.0004005133523605764
204.0 0.0005147039191797376
212.0 -0.0002603213652037084
220.0 -0.00033007728052325547
228.0 -0.0005048327147960663
236.0 -0.00045362309901975095
244.0 -0.00010819026647368446
