4.0 -0.337170772254467
12.0 -0.10362628847360611
20.0 -0.08070199750363827
28.0 -0.049205669201910496
36.0 -0.030110059306025505
44.0 -0.012466468615457416
52.0 -0.007529818685725331
60.0 -0.010160013334825635
68.0 -0.0013518195191863924
76.0 0.0006979894533287734
84.0 0.0027335446793586016
92.0 6.500629751826636e-05
100.0 -0.0038891242002137005
108.0 -0.0020451426098588854
116.0 0.0011404057295294479
124.0 0.0006203794328030199
132.0 -0.0020005417172797024
140.0 -0.005842177197337151
148.0 -0.004120115772821009
156.0 -0.003107672673650086
164.0 -0.0032032711897045374
172.0 -0.002132751978933811
180.0 -0.0030619962490163743
188.0 -0.0035110375029034913
196.0 -0.0012712908210232854
204.0 0.0004947097841068171
212.0 -8.331167009600904e-05
220.0 0.0010981022205669433
228.0 0.0004244554293109104
236.0 0.0009119866444962099
244.0 0.004126321000512689
